case_id,panel_case_id,candidate_id,instance_id,suite,repository,official_resolved,submitted,exit_status,runner_failure_class,agent_elapsed_ms,api_calls,tokens_sent,tokens_received,attempt_id,attempt_no,worker_id,result_sha256,failed_result_sha256,outcome_basis,adjudication_sha256
configuration-confirmation-case-v1:933e89205e5da7f3d6e81f241b5acd5d7f7b53802bf8fe5071904a4b0bb44beb,configuration-confirmation-panel-v1:f8afc22678afb852522456a7e39789de893263c3ab13121252f19a0870e1638a,historical-control-call30-input32768,pytest-dev__pytest-7432,lite,pytest-dev/pytest,False,True,submitted (exit_cost),none,174640.329166,31,496957,5280,attempt-7bbe87b93137587a-001-c3e82453fa52,1,worker-21,dc3cb1cb3597a82dd9ee14d62baf6989df31b9829a8b0d9ac864cb454f9adc83,,queue_accepted,
configuration-confirmation-case-v1:948a30c76bf1b012dcbf698f360ca86c2337e807e662366b1bf69195d5979439,configuration-confirmation-panel-v1:11f731ff5c16934701a8c0f7ec6356cfa76a83bd97c5ca107bec790020f8909b,expanded-call50-input61440,django__django-13321,lite,django/django,False,True,submitted,none,165910.139889,39,707509,2318,attempt-d169240ad0f5000a-001-86fd7850d858,1,worker-21,4261de65a8f7169c443a029938e3ceaef444b35a19656db78324cd6101c6ee8f,,queue_accepted,
configuration-confirmation-case-v1:952ff53b775a7a85ae4766e2a146fd9ae0c42a3ef99bf3a5eb0aab0de5c26027,configuration-confirmation-panel-v1:ff45415200e8b0e36e5fdd280acc864a19b466e8be61f35c0bdff2c71d2b26e5,expanded-call100-input61440,mwaskom__seaborn-3190,lite,mwaskom/seaborn,False,True,submitted,none,268117.619394,53,1170484,3193,attempt-143c014c28ef5501-001-4de6fc7c90c5,1,worker-21,867e429c9376c48d46b3f3a90e99769b82bc7fa1edc6307438b6dd0848105531,,queue_accepted,
configuration-confirmation-case-v1:958764380aebf44dbb4b3a2fe134b0f5089bd4e5f1666255bcd2512aacb84393,configuration-confirmation-panel-v1:4fde69cd1be4bdf9dc014e697cde5f1dd9f3b1f6b43d6178b6d58f10b890e766,expanded-call50-input61440,pylint-dev__pylint-6506,lite,pylint-dev/pylint,False,True,submitted,none,133286.854919,36,767578,2100,attempt-67022fb92207439e-001-902783d93b53,1,worker-13,e494791b63f099f49c8571ff5cb16ee1fbb23a79d36802da8f8e65de97a71218,,queue_accepted,
configuration-confirmation-case-v1:9a35c133b90fc1c47fc766b78b663548c40fdc9696849eba619cbbb6c9cd48c6,configuration-confirmation-panel-v1:d6a8f32b5cebd7a49f1821853ecaee29f605d27b3c678871b61fab499e158b95,expanded-call50-input61440,matplotlib__matplotlib-24149,lite,matplotlib/matplotlib,True,True,submitted,none,123733.250972,35,380432,2147,attempt-47b99ed5e032d59a-001-601dd41dac7a,1,worker-17,4f378f36e4ad2ffda631170fd6f70bba8827360358e1b72c5b4ac53ae2911a6e,,queue_accepted,
configuration-confirmation-case-v1:9b0fdf0952cf6b995866e54bca755cda32f475ef8d5ac3162c5b827813f48a7b,configuration-confirmation-panel-v1:e9635044606e93d3c074d8fe94bd9ff6891a7e300fa28ab1e19635fe90f61e1d,expanded-call50-input61440,matplotlib__matplotlib-24637,verified,matplotlib/matplotlib,False,True,submitted (exit_cost),none,172677.448649,51,831107,5312,attempt-b28fd964c36cf7ec-001-c70f620d29ed,1,worker-21,889791e0362e4c186580e2a7d9a0dcd105e39b9110c0693f87c3e61ba2f240bd,,queue_accepted,
configuration-confirmation-case-v1:9c63e1784a64fcaeff8c094ea4b3999a027f3cd7d112c2f6c0ef997ef1a3b2ab,configuration-confirmation-panel-v1:dd364756242329559e5ea31e2ca0d5bdb31e4d070d399f18251afe2bc2302f1a,expanded-call100-input61440,sympy__sympy-24443,verified,sympy/sympy,True,True,submitted,none,223106.594709,63,1287935,5236,attempt-f88144dd5fd9227c-001-c02ea0f8baca,1,worker-21,65b8dd8758dd7010c39b691898b54a7f8a8c73807cfb018b33f40b158858bffb,,queue_accepted,
configuration-confirmation-case-v1:9e077ec9b3034aba2306d5f73b3d0ff9719bf0537c9c9c5852d9eb5aa678af66,configuration-confirmation-panel-v1:cd294a7f195b10db1c4545ac064e23bdafdd13f565927bb976c7b8b074fd3845,expanded-call100-input61440-observation25000,pytest-dev__pytest-6197,verified,pytest-dev/pytest,False,True,submitted (exit_context),none,362289.048326,95,2874165,16505,attempt-25774184b2f3da52-001-eb4b49a2b2b3,1,worker-17,d775c90eb31c26a3e2b529f1a050ec9879be382cb2d2ee5726ada074b7390a9d,,queue_accepted,
configuration-confirmation-case-v1:a32e6239fbcdb61f6eee1eda0892a24c8bf3c900276614106601a58101dea4d5,configuration-confirmation-panel-v1:03d7df4e11835e7b65bd08bfcd8bdcb14bfbeefb5f5d61c6f125e2827dd4e197,expanded-call100-input61440,sympy__sympy-19007,lite,sympy/sympy,False,True,submitted,none,144453.799372,40,593378,2429,attempt-0dfec23c52402927-002-00fa8137cd73,2,worker-21,6c6e17abcf2bfbab4e0d157d8ebfeda79920c30e1cd7e2a0471395312e4cd2bd,,queue_accepted,
configuration-confirmation-case-v1:a8013c475ee8c62a18c238e1e409be708568115940d9d36aa8592d2c216c3289,configuration-confirmation-panel-v1:d6a8f32b5cebd7a49f1821853ecaee29f605d27b3c678871b61fab499e158b95,expanded-call100-input61440-observation25000,matplotlib__matplotlib-24149,lite,matplotlib/matplotlib,True,True,submitted,none,141408.527042,36,405017,2178,attempt-c81fa8712f9ef3c0-001-b9de2469ff0d,1,worker-20,83501ee14a8100853ec32834e5dc79f4339ffda7e12c1f3596163d67c95d2f4f,,queue_accepted,
configuration-confirmation-case-v1:a97949f997c0fe9345dbd36598bfb7b7bcd97c60fb0ae706cde68965d4f9826f,configuration-confirmation-panel-v1:b411f4c66007fb7d8d14b234a769305d228a56129e429d15abab68fd964e9989,expanded-call50-input61440,astropy__astropy-13236,verified,astropy/astropy,False,True,submitted,none,101898.159787,34,306888,1990,attempt-101ba36d3f639228-002-e861774cf25e,2,worker-19,50ce4f4c85714172987eb4567f794587697327f4c18c1d59b71ba4374c32fcb5,,queue_accepted,
configuration-confirmation-case-v1:aabced101ff5dc0f7e2ef4c6343b9e13a33507faf72305f7433b74ce1f199bc4,configuration-confirmation-panel-v1:bc3f0f73129b5d0cd00064a39da8d9bf19f0b92b848f57348db58c39fd91923e,expanded-call100-input61440,pydata__xarray-7393,verified,pydata/xarray,True,True,submitted,none,209462.037257,65,1066759,4196,attempt-bc8b200071043261-001-d34b03aeaf2b,1,worker-20,2d744d60a9d72aa9e077a8d623344fa9a80c8437034c8786e8b43ed240568e1d,,queue_accepted,
configuration-confirmation-case-v1:adf21e8f24a1db4dc22cc546675d933e1d9b0c43ada0908c789d92c935b2456e,configuration-confirmation-panel-v1:d32abeb62634db0e0b4316f1dd167aa11c6498d10c25b1e20597ea5d28256dff,expanded-call50-input61440,django__django-13837,verified,django/django,True,True,submitted,none,149764.416548,47,807988,2193,attempt-409975827af4b794-001-56348ea8fd62,1,worker-21,bddc64806569631931525b7a4d93678c210545ee64736bf6bf8ee421d60810da,,queue_accepted,
configuration-confirmation-case-v1:afa10ce06890429bb57c37cddb1d38c6875590a8f27c8c7cb84eddad3d59dfe5,configuration-confirmation-panel-v1:a8532f8311fd1086cf20d5f508d4b8a347efb9f40371f042295a5b01ba40b824,expanded-call50-input61440,sympy__sympy-21379,verified,sympy/sympy,False,True,submitted (exit_cost),none,160458.316883,51,823179,2286,attempt-910f7d149e874ec8-001-ad4c0c0167e3,1,worker-20,1b3e89f8c7f09bba3fa4aec77886a89a251c2c8bb1b15379484cb94092eb1a09,,queue_accepted,
configuration-confirmation-case-v1:b5ad99d7e89325d16f75da44fc770d9eac2412e5336d46c47080d35939556d80,configuration-confirmation-panel-v1:7753fb4ce1d3b6afb41167ec6f7e997a5c4e6f1bedb9a2df153fccb73bb0c0b9,historical-control-call30-input32768,astropy__astropy-14365,lite,astropy/astropy,False,True,submitted,none,135376.892999,24,304603,1513,attempt-3e76394dff5f3de0-001-b37c52a3563a,1,worker-06,92a760bfbcaa93cecfa123dd8df952566436f80ff447851e0980109b4032cd7d,,queue_accepted,
configuration-confirmation-case-v1:b7d222bb77f75b88120ca8d8109dd730d4c57c7945cfaca93a33fdc3bb3c8d2a,configuration-confirmation-panel-v1:4fde69cd1be4bdf9dc014e697cde5f1dd9f3b1f6b43d6178b6d58f10b890e766,expanded-call100-input61440,pylint-dev__pylint-6506,lite,pylint-dev/pylint,False,True,submitted,none,129896.107964,36,767387,2100,attempt-29a362ef50a5e10b-001-3b2607505b38,1,worker-19,748369cfb755d3c4fea6d6bd8c87e2d8a8612c5684fb654a558a09747feed8fc,,queue_accepted,
configuration-confirmation-case-v1:bb7ccac7e0ea93e5d0f6c6388f6277dc372f4ade6f77b7a2faf4e8965841f0c0,configuration-confirmation-panel-v1:7594c33b47585c72b06db97a3d7962c3e18127c7094525cade23133b8f229ae3,expanded-call100-input61440,pydata__xarray-4094,lite,pydata/xarray,True,True,submitted,none,406716.25995,54,1070928,3093,attempt-35b65597aecda1d5-001-f0190e7c027e,1,worker-17,a6828ead994faad340a0097d5247682fffc6423082af7e2cc14d6acb7bebd574,,queue_accepted,
configuration-confirmation-case-v1:bd4af1fd6dddd4f7d64a4cd020bdb750d742348bfab87633d3d37edaa9dca52a,configuration-confirmation-panel-v1:dd364756242329559e5ea31e2ca0d5bdb31e4d070d399f18251afe2bc2302f1a,expanded-call50-input61440,sympy__sympy-24443,verified,sympy/sympy,True,True,submitted,none,163179.716114,41,520531,2576,attempt-2164dbe2bd70996b-001-edfb842c0e83,1,worker-20,8a0ddf40cd8ba76b1ca2b896a74efc99a037286cf7f32a971d8b5b0d6bf33d43,,queue_accepted,
configuration-confirmation-case-v1:bf80f183b7c993b6a915eeef4a61e70c34764ecb3ce139c789fbe50ed8d0f2a4,configuration-confirmation-panel-v1:03d7df4e11835e7b65bd08bfcd8bdcb14bfbeefb5f5d61c6f125e2827dd4e197,historical-control-call30-input32768,sympy__sympy-19007,lite,sympy/sympy,False,True,submitted (exit_cost),none,136218.630152,31,319274,2096,attempt-13547b58c2df5503-002-e32bdf42afef,2,worker-21,720237e03205d3ae354934ec0e7ab1e3d68b5784cedca0e3ef08d34cc834938a,,queue_accepted,
configuration-confirmation-case-v1:c107d9ea57a7b46665e70d5f5afd2fdcb01eb0bef64b78ac42eac81d94bd8cf6,configuration-confirmation-panel-v1:7753fb4ce1d3b6afb41167ec6f7e997a5c4e6f1bedb9a2df153fccb73bb0c0b9,expanded-call100-input61440-observation25000,astropy__astropy-14365,lite,astropy/astropy,False,True,submitted,none,147416.170005,23,306093,1445,attempt-393ae2cfbea96bcb-001-ee7fd4cfd6a7,1,worker-16,01b2b6e495af5020da75e79535509d3a0dcf71c7f0b289206bbbd54002a5a48e,,queue_accepted,
configuration-confirmation-case-v1:c2c83180a07961e4dd45e6e0f610e7a922ab5e75b533dfdef709e6a1a43fe8e4,configuration-confirmation-panel-v1:03d7df4e11835e7b65bd08bfcd8bdcb14bfbeefb5f5d61c6f125e2827dd4e197,expanded-call50-input61440,sympy__sympy-19007,lite,sympy/sympy,False,True,submitted,none,143245.902697,40,593111,2429,attempt-4f66c825b377b05a-002-878ddb837d2e,2,worker-16,e4d0cc8fbaf2dbf48af86bf2bcfa15ce86aa735cf8a988fb855f0697d82f492a,,queue_accepted,
configuration-confirmation-case-v1:c60ae5c6a0e4d4ea46508d21f915db2760d73d63931d299f1a90f3784a19dfbe,configuration-confirmation-panel-v1:9b41732fe217e69994170fa3cca12b2154b270d401786e7f6b8a4a0575d82ac6,expanded-call100-input61440-observation25000,astropy__astropy-12907,verified,astropy/astropy,True,True,submitted,none,171546.345774,42,825037,4762,attempt-d87f0d3d734f5362-001-e1b2e3eedf57,1,worker-06,8f4daf2ab566689d29fdc45063838091e1d57eb08befbf019baab8994e704737,,queue_accepted,
configuration-confirmation-case-v1:cc6ac76ab00eeda74e8fd03d706cc36fb5434a04ca5bbbb378e4cfe1cd94ffe9,configuration-confirmation-panel-v1:d2ccb84e0d32a0cfb8fdb83da8b8904b46a40a4e80cbeabc0b8029bb73fe5230,historical-control-call30-input32768,sphinx-doc__sphinx-8595,verified,sphinx-doc/sphinx,True,True,submitted (exit_cost),none,117636.484964,31,465842,1638,attempt-ed17665db66e79f6-001-2430286bf633,1,worker-17,3c760d588f77e188be3b77464b95edc8dbe199502204c41fcc1df910d34a315e,,queue_accepted,
configuration-confirmation-case-v1:d594ab02f9d59ddb97ba867a5d7144c914529bb8f2acbe70797afc4b675ad03a,configuration-confirmation-panel-v1:0fd1695597c82ff4f7bd3d4c0038e6b2e048130f7810aa78e924436efc53856f,expanded-call50-input61440,scikit-learn__scikit-learn-14092,lite,scikit-learn/scikit-learn,True,True,submitted (exit_cost),none,172069.267147,51,819268,3499,attempt-b7186c6b17f9bd2a-002-6e5001bbf1c3,2,worker-06,00372ea8d248e36efd236239f925ff2c8643d313087d8ebe0d7d4a11439240aa,,queue_accepted,
configuration-confirmation-case-v1:da6e5df1cde69ba6c63e035e1f80516bab8b49fee49444dfaa80c8a870ad38a0,configuration-confirmation-panel-v1:b411f4c66007fb7d8d14b234a769305d228a56129e429d15abab68fd964e9989,expanded-call100-input61440,astropy__astropy-13236,verified,astropy/astropy,False,True,submitted,none,128982.337219,37,476242,2204,attempt-85a78cada7751108-002-c196817c4163,2,worker-19,7fd0f86bb1e52c8fbe390dc1f4b1e45a8f3d6bd6fb2732e369ccd07e953487d2,,queue_accepted,
configuration-confirmation-case-v1:dd0cca57f5ba7eb9686f07781b9cf1591d69651972cd0a945a2c594b818fc864,configuration-confirmation-panel-v1:dd364756242329559e5ea31e2ca0d5bdb31e4d070d399f18251afe2bc2302f1a,expanded-call100-input61440-observation25000,sympy__sympy-24443,verified,sympy/sympy,True,True,submitted,none,211189.22428,60,1150668,4685,attempt-bc17288a7606baea-001-6cee3adb76e0,1,worker-20,4d26c904da13eb5177d615c586e859000efecd4650a747ad13de2f37ab4f66b0,,queue_accepted,
configuration-confirmation-case-v1:dd8e6249786520d64d3b58e4b0fb33760e8316302792a2b9bed4269ee8a56aeb,configuration-confirmation-panel-v1:0fd1695597c82ff4f7bd3d4c0038e6b2e048130f7810aa78e924436efc53856f,expanded-call100-input61440-observation25000,scikit-learn__scikit-learn-14092,lite,scikit-learn/scikit-learn,True,True,submitted,none,190326.081406,54,918943,3407,attempt-ccb5ebd175ad18d2-002-9f379b6a0ce4,2,worker-16,99313947b2f515bc934be09ec537fb171a40f3f8ed17d75cb61e86095b89312d,,queue_accepted,
configuration-confirmation-case-v1:deb57b490a23e11d27cf8870548afd21450e0448162074b4502ce3e3697d7b5a,configuration-confirmation-panel-v1:b543aa04d3bda7e9d7916a2912d419a565f3df40780066da7dbc7460add76fa4,expanded-call100-input61440-observation25000,matplotlib__matplotlib-24026,verified,matplotlib/matplotlib,True,True,submitted,none,183398.214639,40,433745,1818,attempt-3b2fce488f429b5c-001-79159c1688ab,1,worker-21,a3d2d1645c409e704b508fa78afe6e6ee81741d446664505554ae5ccb41500cc,,queue_accepted,
configuration-confirmation-case-v1:e1e35d567cb8d491ab0f64da987b6e5703d6189eddf46cd3b7eaa2f633bf3be3,configuration-confirmation-panel-v1:a8532f8311fd1086cf20d5f508d4b8a347efb9f40371f042295a5b01ba40b824,expanded-call100-input61440,sympy__sympy-21379,verified,sympy/sympy,True,True,submitted,none,160139.028742,47,814150,2956,attempt-30aaa227ac4bafe8-001-2e5a949ed398,1,worker-10,0edf1ef063b43526760ee01defa19e6dbcf9001ef29d6f558a22daadbbae945f,,queue_accepted,
configuration-confirmation-case-v1:e4a1b70302a5e585709bd4395695324326e4e8856199dd31196f4bc7e805b2b9,configuration-confirmation-panel-v1:d32abeb62634db0e0b4316f1dd167aa11c6498d10c25b1e20597ea5d28256dff,expanded-call100-input61440-observation25000,django__django-13837,verified,django/django,True,True,submitted,none,169539.957131,51,928187,1924,attempt-91c84bc2f21a9d74-001-2ca5b4584921,1,worker-20,4b0c623b3e5b2999c05b04ecd8690d2060a0355c54b41b25a5e233dd2c9a51cd,,queue_accepted,
configuration-confirmation-case-v1:e62d732b2a31b9c058f916b87789add12ab122c842eceffaf77d5c1ab2e42167,configuration-confirmation-panel-v1:d6a8f32b5cebd7a49f1821853ecaee29f605d27b3c678871b61fab499e158b95,expanded-call100-input61440,matplotlib__matplotlib-24149,lite,matplotlib/matplotlib,True,True,submitted,none,183742.644132,45,710047,2093,attempt-f70aa1537944635b-001-777e4112f515,1,worker-21,e2a0e0e55556e884f792e652fea38e7b337da50c2c81e547e16006af1f94b00c,,queue_accepted,
configuration-confirmation-case-v1:eadcc158c1231368eac7ca7fc7ee2878bad882f5dfe6c0bf22bf485137b1d346,configuration-confirmation-panel-v1:d2ccb84e0d32a0cfb8fdb83da8b8904b46a40a4e80cbeabc0b8029bb73fe5230,expanded-call50-input61440,sphinx-doc__sphinx-8595,verified,sphinx-doc/sphinx,True,True,submitted,none,144322.990153,48,931433,2370,attempt-9b96564b95c9c2e7-001-0135d01758c8,1,worker-21,de70116c043a9633a18aefc3b527e4bce089528a72b02f37c01b7606574a5ca9,,queue_accepted,
configuration-confirmation-case-v1:f0a4ffdfb4f9e4e56110f4ef6db9082fdf5dee30ccfd578487e8049b8c106251,configuration-confirmation-panel-v1:dd364756242329559e5ea31e2ca0d5bdb31e4d070d399f18251afe2bc2302f1a,historical-control-call30-input32768,sympy__sympy-24443,verified,sympy/sympy,True,True,submitted (exit_cost),none,126509.934526,31,295382,1597,attempt-f108a75c3023d6e3-001-a4b7c43904a2,1,worker-21,48c9d6fe8e66b646a68220d983baa149a82e476faab667dd4362c0363eec6139,,queue_accepted,
configuration-confirmation-case-v1:f1917495c82be0dd04d5c72a242333952e991b908ff03d8cc29db0e87decf79c,configuration-confirmation-panel-v1:7594c33b47585c72b06db97a3d7962c3e18127c7094525cade23133b8f229ae3,expanded-call100-input61440-observation25000,pydata__xarray-4094,lite,pydata/xarray,True,True,submitted,none,370067.345708,48,857141,2862,attempt-5486e914f142dd40-001-608197f1ccb9,1,worker-21,a0ebd55338be09bbb55a22e6f3e4eeeca728e0efab035ee756c503f120b8fab3,,queue_accepted,
configuration-confirmation-case-v1:f74abaf823d4fd78ac66820c064d425950ba83177c0d0ac025e0f054f52c2836,configuration-confirmation-panel-v1:212acf96f50be0748bc79601b609d46a867231ed5d8a00692eb54d7390b53d81,expanded-call100-input61440,sphinx-doc__sphinx-8056,verified,sphinx-doc/sphinx,False,True,submitted,none,172593.898342,46,1041718,2491,attempt-89e6e9a7028f3cdc-001-eafd2dd5bef9,1,worker-10,07340c580be507e60411988cf9aee908a81b9f39aa391c988999517f95b444b3,,queue_accepted,
configuration-confirmation-case-v1:f8b8934c1c9e5c4459bf474091c54d1f8a06f266f92151a6ce88e9a5584ddfe6,configuration-confirmation-panel-v1:212acf96f50be0748bc79601b609d46a867231ed5d8a00692eb54d7390b53d81,expanded-call50-input61440,sphinx-doc__sphinx-8056,verified,sphinx-doc/sphinx,False,True,submitted (exit_cost),none,782235.520095,51,1235125,3048,attempt-cae83852eb5a96ec-001-c3d260663541,1,worker-20,833f1e245e52955bc4d16758f5b1b4d5fdf6b4de7eaf44b45e8c34a486fc5f2d,,queue_accepted,
configuration-confirmation-case-v1:fa4f1adeb05515e22cfc4476c07b6594b8e1f7b3240222a2a3cb7d6017e832e3,configuration-confirmation-panel-v1:00efed54ac41885f1d56f236e9b2a066b5420bcfbeed2794699f465b41608ca1,historical-control-call30-input32768,django__django-7530,verified,django/django,True,True,submitted (exit_cost),none,148220.39835,31,546128,3822,attempt-082d2628e3c18dc5-002-6d2ad9cb4542,2,worker-19,fc2c74a7780854f6e7504c85bc94575fb610ddf034b332dfcd42b6b5510d940f,,queue_accepted,
configuration-confirmation-case-v1:fbdb108f7154282d6316ea1c3c58e6766572d3640b64323a488b8acc42e89560,configuration-confirmation-panel-v1:4fde69cd1be4bdf9dc014e697cde5f1dd9f3b1f6b43d6178b6d58f10b890e766,expanded-call100-input61440-observation25000,pylint-dev__pylint-6506,lite,pylint-dev/pylint,False,True,submitted,none,153155.556453,41,829793,2166,attempt-344f4ef0123ee927-001-775650bb62ef,1,worker-21,d595297f43e70652d74d2cff4e7e836fcd3fdcc1de340de67994eb7c3300135a,,queue_accepted,
configuration-confirmation-case-v1:ff240c2c2d8d32dc78dfad5bfdb617a98cf6190862308a8b5e721d65a24e0ea1,configuration-confirmation-panel-v1:8bfeed73d2a0e55fd530a628cf72ccdb3d9361813585b754820bef0a5cdd32ce,expanded-call50-input61440,sphinx-doc__sphinx-8435,lite,sphinx-doc/sphinx,True,True,submitted (exit_cost),none,161679.362304,51,647381,1643,attempt-bff68391aaacbae1-001-7d9785f4e91a,1,worker-15,857624d2536e9da1dea3212612c01a16be06ee3c38b3c9a34f40eb2c1917d375,,queue_accepted,
configuration-confirmation-case-v1:052f5bc08591e24bdddaee57e64457fcf2b8875c7da540a72288f5d774109562,configuration-confirmation-panel-v1:00efed54ac41885f1d56f236e9b2a066b5420bcfbeed2794699f465b41608ca1,expanded-call100-input61440-observation25000,django__django-7530,verified,django/django,True,True,submitted,none,256525.722994,40,874192,3692,attempt-50358d3c44fb755f-003-3d8310e76632,3,worker-19,7c02266b50fe068483389d28ca1b4813d352443c0f7058ec557b538d4d5730d0,7c02266b50fe068483389d28ca1b4813d352443c0f7058ec557b538d4d5730d0,scientific_adjudication,5f998a8590a0035dc12f541ba3fdadcf94c65debe0a65e4a0438e73051710f4e
configuration-confirmation-case-v1:6f7b4cd0b45d79e27a115d054bad7ec1bafa8603e61e7d454bd1bc2de8c9b66d,configuration-confirmation-panel-v1:b543aa04d3bda7e9d7916a2912d419a565f3df40780066da7dbc7460add76fa4,expanded-call50-input61440,matplotlib__matplotlib-24026,verified,matplotlib/matplotlib,True,True,submitted,none,170318.077043,46,682799,2336,attempt-3d8fbb39c4aac867-001-7d01b5cc14df,1,worker-19,764bd4bef987ca2e99a206363efa988e47860d1db06d1c4ec0e8233b9cff5c5d,764bd4bef987ca2e99a206363efa988e47860d1db06d1c4ec0e8233b9cff5c5d,scientific_adjudication,8da91a66f6d9fdea3265826de3392c80e788178cf8da24f2c8d8e2fd1a720178
configuration-confirmation-case-v1:e41fc3f9e47ba95bffee81f7a42c0aba2d8a08f9a7048c114090e0a5e2bb1cec,configuration-confirmation-panel-v1:cd294a7f195b10db1c4545ac064e23bdafdd13f565927bb976c7b8b074fd3845,expanded-call100-input61440,pytest-dev__pytest-6197,verified,pytest-dev/pytest,False,True,submitted (exit_context),none,344609.07779,73,2263128,15382,attempt-16f1944e66c41425-001-ac00885b6cd2,1,worker-20,77656325955940f88a25fe91d068c7c1c81a81797f57075fea464cea25d2a9c3,77656325955940f88a25fe91d068c7c1c81a81797f57075fea464cea25d2a9c3,scientific_adjudication,92d18bd50404a11b6c72959c302c030cc98d20109cf383ce489730817963c20c
configuration-confirmation-case-v1:d337882cef5847a24bb621942f75a60941e8370c54bb1af61c0aa15212d93d90,configuration-confirmation-panel-v1:cd294a7f195b10db1c4545ac064e23bdafdd13f565927bb976c7b8b074fd3845,expanded-call50-input61440,pytest-dev__pytest-6197,verified,pytest-dev/pytest,False,True,submitted (exit_cost),none,166013.121861,51,783439,7707,attempt-403c950ffdc53e1c-001-a720513522a9,1,worker-19,58c5354f3ea6c188ead5a4ac40518c21e1003b89633267d081e748edb2275cde,58c5354f3ea6c188ead5a4ac40518c21e1003b89633267d081e748edb2275cde,scientific_adjudication,efae3852da93c3157141b382f4c435da1895967b95fe684ddb28079396f464c7
configuration-confirmation-case-v1:fc20c4342dc8f08d97ed16b5544138968c648979a7512f9be5f86b6a2edea5d8,configuration-confirmation-panel-v1:d32abeb62634db0e0b4316f1dd167aa11c6498d10c25b1e20597ea5d28256dff,expanded-call100-input61440,django__django-13837,verified,django/django,True,True,submitted,none,235470.472563,74,1727352,4578,attempt-3c903ede2b0da73c-001-6f772ffcf1b6,1,worker-19,313f46e8b3025c7d74e2db27a503ba4d2022c7c3bcbef010189a50c165951745,313f46e8b3025c7d74e2db27a503ba4d2022c7c3bcbef010189a50c165951745,scientific_adjudication,fe35a1a91b8b9c684018bbd32c7cc6e95e83e38d18b3a7ef46ff9f11f1abee04
configuration-confirmation-case-v1:9b83c26b35bf5613eabf2c12a3970a0bab85d1a8c6c08245455fa63cf9df8b71,configuration-confirmation-panel-v1:e9635044606e93d3c074d8fe94bd9ff6891a7e300fa28ab1e19635fe90f61e1d,expanded-call100-input61440,matplotlib__matplotlib-24637,verified,matplotlib/matplotlib,False,True,submitted,none,278413.498667,72,1570543,6468,attempt-2b43b3ed19113021-001-e74164648819,1,worker-19,3a8cb1f60a09dec66d5f8323f5f2d0e3088da8920fc3ad693dbbd8a69fd1ba6e,3a8cb1f60a09dec66d5f8323f5f2d0e3088da8920fc3ad693dbbd8a69fd1ba6e,scientific_adjudication,451406e38eca436cc30e35bda156abb1d9cf1aabbffc4e0738b499edc52f6125
